Temperature,0.500000,0.515625,0.562500,0.546875,
TextBackMedium,0.562500,0.539062,0.625000,0.546875,
Time,0.812500,0.511719,0.875000,0.542969,
Tree,0.875000,0.511719,0.937500,0.542969,
Undergrowth,0.937500,0.511719,1.000000,0.542969,
Up,0.125000,0.507812,0.187500,0.539062,
Update,0.187500,0.507812,0.250000,0.539062,
Vodyaniy,0.562500,0.507812,0.625000,0.539062,
Water_1,0.750000,0.507812,0.812500,0.539062,
Water_2,0.062500,0.500000,0.125000,0.531250,
Water_3,0.250000,0.500000,0.312500,0.531250,
Wind,0.312500,0.500000,0.375000,0.531250,
WireboundMedium,0.375000,0.500000,0.437500,0.531250,
Dice,0.437500,0.507812,0.484375,0.531250,
FlowerBlue,0.625000,0.507812,0.671875,0.531250,
FlowerRed,0.671875,0.507812,0.718750,0.531250,
FlowerWhite,0.000000,0.500000,0.046875,0.523438,
MapTomb,0.484375,0.476562,0.531250,0.515625,
PressedKey,0.812500,0.496094,0.859375,0.511719,
Seed,0.859375,0.488281,0.906250,0.511719,
UiSlots_FlipPointEdgeFace,0.906250,0.488281,0.953125,0.511719,
E,0.718750,0.515625,0.750000,0.531250,
Korn,0.531250,0.468750,0.562500,0.515625,
Leaf,0.718750,0.500000,0.750000,0.515625,
MapEdge,0.953125,0.509766,0.984375,0.511719,
MapSelected1,0.953125,0.494141,0.984375,0.509766,
N,0.125000,0.492188,0.156250,0.507812,
S,0.156250,0.492188,0.187500,0.507812,
Slider_HorBackShort2_Handle,0.187500,0.492188,0.218750,0.507812,
Slider_VertBack,0.218750,0.445312,0.250000,0.507812,
Slider_VertFill,0.437500,0.445312,0.468750,0.507812,
TextBackShort,0.562500,0.500000,0.593750,0.507812,
TextCursor,0.593750,0.492188,0.625000,0.507812,
UiSlots_Slider,0.625000,0.382812,0.656250,0.507812,
UiSlots_Slider_Short,0.656250,0.445312,0.687500,0.507812,
W,0.687500,0.492188,0.718750,0.507812,
Xneg,0.750000,0.492188,0.781250,0.507812,
Xpos,0.781250,0.492188,0.812500,0.507812,
Yneg,0.000000,0.484375,0.031250,0.500000,
Ypos,0.031250,0.484375,0.062500,0.500000,
Zneg,0.062500,0.484375,0.093750,0.500000,
Zpos,0.093750,0.484375,0.125000,0.500000,
MapSelected2,0.250000,0.488281,0.273438,0.500000,
MenuArrowShort,0.273438,0.429688,0.296875,0.500000,
UiSlots_Create,0.296875,0.488281,0.320312,0.500000,
UiSlots_Flip_Back,0.320312,0.488281,0.343750,0.500000,
UiSlots_Remove,0.343750,0.488281,0.367188,0.500000,
CursorCircle,0.984375,0.503906,1.000000,0.511719,
CursorLasso,0.468750,0.500000,0.484375,0.507812,
CursorRectangle,0.984375,0.496094,1.000000,0.503906,
CursorTree,0.367188,0.492188,0.382812,0.500000,
CursorTweak,0.382812,0.492188,0.398438,0.500000,
MenuArrowLong,0.398438,0.414062,0.414062,0.500000,
StaminaPoint,0.414062,0.492188,0.429688,0.500000,
UiSlots_FlipSelectEdit,0.468750,0.468750,0.484375,0.500000,
UiSlots_Handler,0.562500,0.484375,0.578125,0.500000,
UiSlots_Selected,0.578125,0.492188,0.593750,0.500000,
WireboundSmall,0.718750,0.492188,0.734375,0.500000,
ColorSelectorHandle,0.429688,0.496094,0.437500,0.500000,
HealthPoint,0.734375,0.492188,0.742188,0.500000,
MapSelected0,0.742188,0.496094,0.750000,0.500000,
